task_id,project_id,project_domain,project_type,task_title,task_description,project_complexity,project_criticality,role_required,team_size_required,assigned_count,estimated_hours,deadline_days,priority,required_experience_years,required_skill_ids,required_skill_levels,critical_skill_ids,required_skill_count,critical_skill_count,task_start_date,task_due_date
TSK004719,PRJ01623,Media,Infrastructure,Re-platform disaster recovery site build for Media subscription video stack,"Scope of this task is disaster recovery site build on the subscription video stack. This sits on a business-critical path where an incident triggers a formal post-mortem. The assignee is expected to demonstrate manage database, administer ICT system and develop contingency plans for emergencies. Planned at roughly 333 hours of individual effort, due in 111 days.",Critical,Critical,Solution Architect,4,5,333.1,111,Urgent,10.45,29fb0fb5-dfc4-4098-ac9b-3a712000f48f|0868eef3-2213-4572-9343-74931345a7d3|fa3567c8-a7c1-40de-bac0-a4f5a85b9f1a|020918ef-4b55-47c1-8430-ab7b8f6a7377|20c920d4-7ff7-4676-ba61-3f04490d9416|9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe|0b0335f3-0aa1-491e-895e-81fc8774a300|02058de6-4b98-449f-8a45-8588b0eb2446,5|5|4|5|5|5|4|4,29fb0fb5-dfc4-4098-ac9b-3a712000f48f|0868eef3-2213-4572-9343-74931345a7d3|020918ef-4b55-47c1-8430-ab7b8f6a7377|20c920d4-7ff7-4676-ba61-3f04490d9416|9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,8,5,2022-03-04,2022-06-23
TSK004720,PRJ01623,Media,Infrastructure,Roll out network segmentation redesign for Media content management platform,"Scope of this task is network segmentation redesign on the content management platform. An outage here stops transaction processing, so rollback readiness is a gating condition. Required capability includes apply information security policies, ICT network routing and migrate existing data. Estimated effort is 245 hours per assignee against a 85-day delivery window.",Critical,Critical,Network Engineer,10,6,244.9,85,Low,10.02,86d2e2ea-1ba2-4aa6-b465-8a1f9abc81b8|0da6cab1-0ee9-4391-a299-f71fbf21db56|020918ef-4b55-47c1-8430-ab7b8f6a7377|f28617ad-afdd-4041-814c-216153a38998|04fe962b-4017-4eb7-9139-7d69b6922bc9|545c80e8-7ab2-42fe-af64-242211e94709|47b9bbcf-356c-4782-83a4-7f5a1b2b51a3|034c29fa-c3ba-45ea-b8f3-bf8e3705e386|c7d24594-0c11-4b27-9039-fe0bb903da8e|03ff0d53-573a-47a0-a0ad-1995815a4339,5|5|4|3|5|5|5|4|4|5,86d2e2ea-1ba2-4aa6-b465-8a1f9abc81b8|0da6cab1-0ee9-4391-a299-f71fbf21db56|04fe962b-4017-4eb7-9139-7d69b6922bc9|545c80e8-7ab2-42fe-af64-242211e94709|47b9bbcf-356c-4782-83a4-7f5a1b2b51a3|03ff0d53-573a-47a0-a0ad-1995815a4339,10,6,2022-03-06,2022-05-30
TSK004721,PRJ01623,Media,Infrastructure,Implement disaster recovery site build for Media ad delivery platform,"This task delivers disaster recovery site build against the existing ad delivery platform. An outage here stops transaction processing, so rollback readiness is a gating condition. The assignee is expected to demonstrate maintain ICT server, database management systems and balance database resources. Estimated effort is 195 hours per assignee against a 55-day delivery window.",Critical,Critical,Solution Architect,7,7,195.4,55,Urgent,9.79,f5ac9226-0ace-4d34-a1c3-7b3845834a98|ab1e97ed-2319-4293-a8b7-072d2648822f|9ba8fd27-275d-4bad-8c48-f668aa99a578|fa3567c8-a7c1-40de-bac0-a4f5a85b9f1a|9190d87f-9792-42e0-bb7f-64294a656bcd|5da8018b-ae85-4cde-ad93-0394369018f3|0b0335f3-0aa1-491e-895e-81fc8774a300|acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95|03b9b491-fc9b-4868-914a-bf7cd47b5041|9710092c-f174-4e84-95bf-2064d39ad7a0,5|4|5|5|4|5|5|5|4|5,f5ac9226-0ace-4d34-a1c3-7b3845834a98|9ba8fd27-275d-4bad-8c48-f668aa99a578|fa3567c8-a7c1-40de-bac0-a4f5a85b9f1a|5da8018b-ae85-4cde-ad93-0394369018f3|0b0335f3-0aa1-491e-895e-81fc8774a300|acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95|9710092c-f174-4e84-95bf-2064d39ad7a0,10,7,2022-02-21,2022-04-17
TSK004722,PRJ01623,Media,Infrastructure,Scale network segmentation redesign for Media subscription video stack,"This task delivers network segmentation redesign against the existing subscription video stack. An outage here stops transaction processing, so rollback readiness is a gating condition. The assignee is expected to demonstrate manage email hosting service, forecast future ICT network needs and analyse network bandwidth requirements. Estimated effort is 187 hours per assignee against a 59-day delivery window.",Critical,Critical,Cloud Engineer,3,4,187.4,59,High,10.42,f8f1f725-0105-41fa-9887-4df9e7a7af1e|8fa840f7-e66a-4370-8e6d-7d554260c31c|da042121-959d-451b-b4d0-3bbf07c1bc67|054f26ab-cfdc-4077-883c-1c4c9e9b310a|ce8ae6ca-61d8-4174-b457-641de96cbff4|000f1d3d-220f-4789-9c0a-cc742521fb02|42ed3bfb-1a01-4c8b-9758-fc6438865734|4cb51222-3e2e-417c-9a5c-e9ccf262721d|be40c4c3-a855-4d67-9ca5-6f4428c34b0d,5|4|5|5|4|5|5|4|5,f8f1f725-0105-41fa-9887-4df9e7a7af1e|da042121-959d-451b-b4d0-3bbf07c1bc67|054f26ab-cfdc-4077-883c-1c4c9e9b310a|000f1d3d-220f-4789-9c0a-cc742521fb02|42ed3bfb-1a01-4c8b-9758-fc6438865734|be40c4c3-a855-4d67-9ca5-6f4428c34b0d,9,6,2022-03-01,2022-04-29
TSK004723,PRJ01623,Media,Infrastructure,Scale capacity expansion programme for Media content management platform,"The team is responsible for capacity expansion programme as part of the content management platform. This sits on a business-critical path where an incident triggers a formal post-mortem. Delivery depends on proven ability in ICT performance analysis methods, network standards and design computer network. Planned at roughly 349 hours of individual effort, due in 94 days.",Critical,Critical,Network Engineer,7,8,349.5,94,Urgent,10.65,ed39edd3-44d0-4a16-9796-bfb99f92baf3|d78dedfc-21d2-45fd-ba05-e56b7a8865e6|2164e860-7f20-48bc-b98c-5d9f8a561550|51586df8-1c46-4b47-8583-773cb63bf00b|0dcbf7c5-bedf-4485-b16b-23df54443864,4|4|5|5|5,2164e860-7f20-48bc-b98c-5d9f8a561550|51586df8-1c46-4b47-8583-773cb63bf00b|0dcbf7c5-bedf-4485-b16b-23df54443864,5,3,2022-03-21,2022-06-23
TSK004724,PRJ01624,Energy,Dashboards,Redesign executive KPI dashboard for Energy grid operations system,"This task delivers executive KPI dashboard against the existing grid operations system. This sits on a business-critical path where an incident triggers a formal post-mortem. Core competencies required are translate requirements into visual design, application usability and define technical requirements. The window is 47 days, with about 195 hours of effort expected from each assignee.",Critical,Critical,UX Designer,8,4,194.6,47,Urgent,10.75,2d6d4784-0992-48e7-b100-22d7229b3f0a|c4b626c1-e71c-44ec-9f88-042766f37fcc|d9e5349e-8791-49c2-8ba4-839fdd1606c2|a8797f21-1af0-4c5e-98ca-bf1442929363|9136cbf1-7916-4f1c-bc9a-0318ee1d6016|dba46f87-0831-49cd-a1c7-340a653c0221|9973a5a2-7822-4161-99e9-95c781eb63f8|0af062de-eb43-41e9-9b96-249e2cd22d26|d84326c9-a3d3-4e22-a6a1-1ad42a356f10,5|4|5|4|5|5|4|4|5,2d6d4784-0992-48e7-b100-22d7229b3f0a|d9e5349e-8791-49c2-8ba4-839fdd1606c2|9136cbf1-7916-4f1c-bc9a-0318ee1d6016|dba46f87-0831-49cd-a1c7-340a653c0221|d84326c9-a3d3-4e22-a6a1-1ad42a356f10,9,5,2023-05-22,2023-07-08
TSK004725,PRJ01624,Energy,Dashboards,Roll out finance performance dashboard for Energy metering data platform,"This task delivers finance performance dashboard against the existing metering data platform. An outage here stops transaction processing, so rollback readiness is a gating condition. Core competencies required are business requirements techniques, identify legal requirements and legal requirements of ICT products. Planned at roughly 450 hours of individual effort, due in 165 days.",Critical,Critical,UX Designer,5,4,449.6,165,High,11.0,0ee94c0a-3716-494a-95a2-dcbab9e58be2|b9bf9e17-ae47-417b-bbb1-e8b7c263ccac|a846cb9e-c152-41e7-bd34-45e7ff941e3b|26fa7a33-a426-4cd5-9792-33bf668612e1,5|3|5|5,0ee94c0a-3716-494a-95a2-dcbab9e58be2|a846cb9e-c152-41e7-bd34-45e7ff941e3b|26fa7a33-a426-4cd5-9792-33bf668612e1,4,3,2023-05-24,2023-11-05
TSK004726,PRJ01625,Media,Reporting,Build self-service reporting layer for Media ad delivery platform,"Scope of this task is self-service reporting layer on the ad delivery platform. Failure would create rework for downstream teams but not customer outage. Delivery depends on proven ability in analyse business processes, translate requirements into visual design and provide cost benefit analysis reports. The window is 22 days, with about 102 hours of effort expected from each assignee.",Basic,Medium,Data Analyst,6,5,102.0,22,High,3.24,56042303-972b-41be-9310-58467599ff7e|2d6d4784-0992-48e7-b100-22d7229b3f0a|48b68726-0fd6-4e03-a5eb-82236516ee7a|4913d0c0-133a-4c46-aac3-f5d4989a982e|c281ebab-c698-495b-9916-abdb7dc78c50,3|3|2|2|2,56042303-972b-41be-9310-58467599ff7e|2d6d4784-0992-48e7-b100-22d7229b3f0a|48b68726-0fd6-4e03-a5eb-82236516ee7a,5,3,2022-01-29,2022-02-20
TSK004727,PRJ01625,Media,Reporting,Instrument audit evidence reporting for Media rights management system,"Scope of this task is audit evidence reporting on the rights management system. Failure would create rework for downstream teams but not customer outage. Core competencies required are define technical requirements, provide cost benefit analysis reports and business requirements techniques. Planned at roughly 118 hours of individual effort, due in 24 days.",Basic,Medium,Data Analyst,9,9,118.2,24,Low,2.51,d9e5349e-8791-49c2-8ba4-839fdd1606c2|48b68726-0fd6-4e03-a5eb-82236516ee7a|0ee94c0a-3716-494a-95a2-dcbab9e58be2|07e51c60-763a-4335-b4ec-70a15f66d328|4913d0c0-133a-4c46-aac3-f5d4989a982e|b04f377b-ee80-4b38-aca1-19d266a23b17|3c76296d-4bbd-44ba-8eaa-95bf275f79b7|143769cb-b61e-47d8-a61e-eedfbec1016c|694dc996-52f3-4afa-a802-672e19f061b7,3|1|2|1|2|3|2|2|2,d9e5349e-8791-49c2-8ba4-839fdd1606c2|4913d0c0-133a-4c46-aac3-f5d4989a982e|b04f377b-ee80-4b38-aca1-19d266a23b17,9,3,2022-02-19,2022-03-15
TSK004728,PRJ01625,Media,Reporting,Modernise operational reporting automation for Media content management platform,"The team is responsible for operational reporting automation as part of the content management platform. Failure would create rework for downstream teams but not customer outage. Delivery depends on proven ability in implement strategic planning, define technical requirements and provide cost benefit analysis reports. The window is 25 days, with about 113 hours of effort expected from each assignee.",Basic,Medium,Data Analyst,7,6,112.9,25,Low,3.84,f7b5d916-52f0-4865-b6a6-e1a3b711cb5e|d9e5349e-8791-49c2-8ba4-839fdd1606c2|48b68726-0fd6-4e03-a5eb-82236516ee7a|bd14968e-e409-45af-b362-3495ed7b10e0|611ed16b-99bf-4840-9cab-f55d1d286e0a|a7f0fbe0-c546-4f30-8e41-34a58c64567e,2|2|3|3|2|2,48b68726-0fd6-4e03-a5eb-82236516ee7a|bd14968e-e409-45af-b362-3495ed7b10e0,6,2,2022-01-28,2022-02-22
TSK004729,PRJ01625,Media,Reporting,Automate audit evidence reporting for Media content management platform,"Delivery of audit evidence reporting for the content management platform sits with this task. The work touches shared components and needs coordinated release planning. Core competencies required are statistics, integrate ICT data and define technology strategy. The window is 48 days, with about 173 hours of effort expected from each assignee.",Basic,Medium,BI Developer,3,4,173.0,48,Low,2.18,7ee4c2ea-b349-4bd2-81a3-ec31475d4833|46ec0033-3c71-415e-bcff-b065675ba2dc|248894d1-42dc-474f-af6e-2da52ac0c679,3|2|3,7ee4c2ea-b349-4bd2-81a3-ec31475d4833,3,1,2022-02-18,2022-04-07
TSK004730,PRJ01626,FinTech,Digital Transformation,Modernise legacy decommissioning wave for FinTech embedded finance stack,"This task delivers legacy decommissioning wave against the existing embedded finance stack. A failure here is customer-visible, so pre-release verification is mandatory. Required capability includes ICT system integration, manage ICT project and solve ICT system problems. The window is 51 days, with about 181 hours of effort expected from each assignee.",Advanced,High,Business Analyst,7,7,181.1,51,Urgent,7.72,6fa1c2c0-a012-4ca0-9642-e01569ba322c|3c76296d-4bbd-44ba-8eaa-95bf275f79b7|9e06bac6-6b91-48ca-8b7d-c1f48cdecd7c|bec4359e-cb92-468f-a997-8fb28e32fba9|04f1b938-d4d4-4cb1-a863-982af76b9d93,5|2|2|4|5,6fa1c2c0-a012-4ca0-9642-e01569ba322c|bec4359e-cb92-468f-a997-8fb28e32fba9|04f1b938-d4d4-4cb1-a863-982af76b9d93,5,3,2022-11-11,2023-01-01
TSK004731,PRJ01626,FinTech,Digital Transformation,Re-platform workflow modernisation wave for FinTech embedded finance stack,"This task delivers workflow modernisation wave against the existing embedded finance stack. A failure here is customer-visible, so pre-release verification is mandatory. The assignee is expected to demonstrate define technical requirements, optimise choice of ICT solution and legal requirements of ICT products. Effort is budgeted at 146 hours per person with a 42-day deadline.",Advanced,High,Solution Architect,5,5,146.3,42,Medium,8.31,d9e5349e-8791-49c2-8ba4-839fdd1606c2|3cfa46e9-b7da-44ac-b09e-9596dffe0425|a846cb9e-c152-41e7-bd34-45e7ff941e3b|21fecc8a-392e-49ce-ac26-fb0696ccfead|92721092-fe7c-4689-96bd-4f02385bc0e7|20c920d4-7ff7-4676-ba61-3f04490d9416|8b0f73ff-d36b-4196-bb83-464c3a6ef07d|bec4359e-cb92-468f-a997-8fb28e32fba9|da6393d5-a53c-4863-abc7-51f36281d74e|f28617ad-afdd-4041-814c-216153a38998,5|4|5|4|3|5|5|4|4|4,d9e5349e-8791-49c2-8ba4-839fdd1606c2|a846cb9e-c152-41e7-bd34-45e7ff941e3b|20c920d4-7ff7-4676-ba61-3f04490d9416|8b0f73ff-d36b-4196-bb83-464c3a6ef07d,10,4,2022-11-06,2022-12-18
TSK004732,PRJ01627,Logistics,DevOps,Modernise release automation framework for Logistics last-mile routing system,"This task delivers release automation framework against the existing last-mile routing system. Failure would create rework for downstream teams but not customer outage. Delivery depends on proven ability in cloud technologies, cloud security and compliance and deploy cloud resource. The window is 35 days, with about 176 hours of effort expected from each assignee.",Moderate,Medium,Cloud Engineer,7,8,176.5,35,Medium,3.4,bd14968e-e409-45af-b362-3495ed7b10e0|1c2978b8-bb0d-4249-9c23-877571a4dffa|6195c5f7-a4fb-425d-a3dd-c4467c4471a3|013441c1-1f13-47e9-80c4-9a53e8e1bc05|c9e96450-421d-48af-9ee6-d9c50e29afc2|72a74f69-5cf1-43c5-99b9-62a444578919,2|2|3|2|2|3,6195c5f7-a4fb-425d-a3dd-c4467c4471a3|72a74f69-5cf1-43c5-99b9-62a444578919,6,2,2024-10-25,2024-11-29
TSK004733,PRJ01628,Energy,Data Engineering,Implement CDC replication pipeline for Energy asset performance platform,"This workstream covers CDC replication pipeline within the asset performance platform. Impact is contained and the change can be reversed without customer disruption. Required capability includes process data, unstructured data and digital data processing. The window is 30 days, with about 153 hours of effort expected from each assignee.",Moderate,Low,Solution Architect,6,5,153.3,30,Medium,3.73,f2d57f41-43b4-4f5b-8100-3df5c21eda50|c5e8abde-d2ba-4e8e-a65e-720b71180666|629685b8-5f9e-4522-8cff-b3e2c4ec625a,2|3|2,c5e8abde-d2ba-4e8e-a65e-720b71180666,3,1,2022-06-21,2022-07-21
TSK004734,PRJ01629,Healthcare,Reporting,Roll out audit evidence reporting for Healthcare claims intake platform,"This workstream covers audit evidence reporting within the claims intake platform. A defect here degrades an internal service, so standard change control applies. The assignee is expected to demonstrate implement strategic planning, translate requirements into visual design and business process modelling. Planned at roughly 144 hours of individual effort, due in 31 days.",Basic,Medium,Business Analyst,5,4,144.0,31,High,2.24,f7b5d916-52f0-4865-b6a6-e1a3b711cb5e|2d6d4784-0992-48e7-b100-22d7229b3f0a|98301d4a-2cc3-439d-8d7f-0b6ac76302bb|07e51c60-763a-4335-b4ec-70a15f66d328|bd698bbe-7003-4508-b422-46c2ff4d5e95|713fb616-118e-40bc-9366-4a69879a49d5,2|2|1|2|3|3,f7b5d916-52f0-4865-b6a6-e1a3b711cb5e|bd698bbe-7003-4508-b422-46c2ff4d5e95|713fb616-118e-40bc-9366-4a69879a49d5,6,3,2024-07-06,2024-08-06
TSK004735,PRJ01629,Healthcare,Reporting,Integrate audit evidence reporting for Healthcare care coordination suite,"Scope of this task is audit evidence reporting on the care coordination suite. The work touches shared components and needs coordinated release planning. The assignee is expected to demonstrate business analytics, data engineering and unstructured data. Estimated effort is 103 hours per assignee against a 21-day delivery window.",Basic,Medium,BI Developer,8,8,103.4,21,Medium,2.16,98a1dec3-8138-4f46-a596-5e2a83b884b9|48db96bf-3314-45c6-bad8-fdb6e20e5639|c5e8abde-d2ba-4e8e-a65e-720b71180666|c7cc6dc5-d56b-4323-8e5c-47c4022f615f|df958b10-9e1c-4a80-9170-5572a5366e84,2|3|4|2|3,c5e8abde-d2ba-4e8e-a65e-720b71180666,5,1,2024-05-30,2024-06-20
TSK004736,PRJ01630,Telecom,Automation,Automate self-healing runbook automation for Telecom OSS/BSS stack,"The team is responsible for self-healing runbook automation as part of the OSS/BSS stack. Failure would create rework for downstream teams but not customer outage. Core competencies required are design component interfaces, hardware components suppliers and C++. The window is 36 days, with about 180 hours of effort expected from each assignee.",Advanced,Medium,DevOps Engineer,7,8,180.0,36,High,6.02,f6868852-9bf6-4899-a5d6-5f9532fb877d|ed1fbdc3-1071-423c-9bb4-e3288ca6d1fe|b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,3|4|3,f6868852-9bf6-4899-a5d6-5f9532fb877d|ed1fbdc3-1071-423c-9bb4-e3288ca6d1fe,3,2,2022-11-08,2022-12-14
TSK004737,PRJ01630,Telecom,Automation,Automate invoice processing automation for Telecom network inventory system,"Delivery of invoice processing automation for the network inventory system sits with this task. Failure would create rework for downstream teams but not customer outage. The assignee is expected to demonstrate collect customer feedback on applications, use software design patterns and create solutions to problems. The window is 41 days, with about 208 hours of effort expected from each assignee.",Advanced,Medium,DevOps Engineer,3,2,208.1,41,Medium,5.04,71746a0b-e58d-4dc4-ad03-bd84082eae21|2b7a79e5-84d8-4880-be66-3d9bb05bea17|03b9b491-fc9b-4868-914a-bf7cd47b5041,4|3|4,71746a0b-e58d-4dc4-ad03-bd84082eae21,3,1,2022-11-09,2022-12-20
TSK004738,PRJ01630,Telecom,Automation,Harden provisioning workflow automation for Telecom OSS/BSS stack,"Delivery of provisioning workflow automation for the OSS/BSS stack sits with this task. A defect here degrades an internal service, so standard change control applies. Required capability includes cognitive psychology, ICT performance analysis methods and create flowchart diagram. Estimated effort is 134 hours per assignee against a 33-day delivery window.",Advanced,Medium,Integration Engineer,8,7,134.2,33,Medium,7.22,2618f336-8e71-4666-83b5-f368edb0906d|ed39edd3-44d0-4a16-9796-bfb99f92baf3|901105f8-3a08-453e-b1dc-23619e317fd3|e8b89eb6-51e8-4c3a-babb-88b2e110376b|84251cb1-babf-4d17-a3cd-baa642c24c8d|709ef32a-7435-48e2-8fa2-16e389ecab8a,5|3|4|5|4|4,2618f336-8e71-4666-83b5-f368edb0906d|901105f8-3a08-453e-b1dc-23619e317fd3|e8b89eb6-51e8-4c3a-babb-88b2e110376b,6,3,2022-12-01,2023-01-03
TSK004739,PRJ01630,Telecom,Automation,Implement automated regression suite for Telecom network inventory system,"This task delivers automated regression suite against the existing network inventory system. The work touches shared components and needs coordinated release planning. Delivery depends on proven ability in analyse software specifications, digital systems and cognitive psychology. Planned at roughly 102 hours of individual effort, due in 28 days.",Advanced,Medium,QA Engineer,5,4,101.7,28,Medium,6.1,f28617ad-afdd-4041-814c-216153a38998|397da142-ab35-48fe-b154-7c38f447adfb|2618f336-8e71-4666-83b5-f368edb0906d|ca73ac82-867a-4afa-9732-834aebe896ff|9d2e926f-53d9-41f5-98f3-19dfaa687f3f|b4dc6e4f-dc7d-445f-8ce2-d7b9d225e282|8e91c9b3-45de-4db2-91df-138d10031cf0|04f1b938-d4d4-4cb1-a863-982af76b9d93,2|2|4|3|3|3|4|3,2618f336-8e71-4666-83b5-f368edb0906d|8e91c9b3-45de-4db2-91df-138d10031cf0,8,2,2022-11-19,2022-12-17
